review_text,rating
Produto bom.. vale a pena.. principalmente pq faz barba sem deixar a pele irritada,4
Ótimo produto. Chegou bem rápido. Realizei uma excelente compra.,4
Nao recebi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!     Nao recebi!!!!!!!!!!!!!!!!!  Nao recebi,1
"Faz um delicioso café! O chocolate Nescau as crianças amaram! Eu adorei o Latte Macchiato! Recomendo, vale cada centavo!",4
"Comprei para o meu marido, ele já conhecia o produto, ele gostou muito, disse que é muito bom, fácil manuseio e prático.",5
"Comprei pelo site e por distração minha não percebi que era um produto para idade de 9 a 14 anos. Meu neto tem seis anos. Até hoje não conseguimos montar o produto. Estou atrás de um professor ou alguém que possa montar o produto.  Isto causou um grande desconforto e uma enorme ansiedade para o menino Foi um erro meu, mas sugiro que este tipo de informação seja mais clara.",2
"Produto bom, atende a necessidade diária. Para o dia a dia é suficiente.",3
Fiz a compra para o Natal e não recebi o produto! Devolveram o dinheiro mas infelizmente não pude comprar outro a tempo para dar de presente no Natal!,1
"entregaram antes do marcado, mesmo com o frete é mais barato que na loja , apresenta ser bem durável.",5
"Bom produto, atendeu as expectativas.  Mas não é grandes coisas..... a malha é muito fininha.",3
"O produto é muito bom para quem trabalha como personal , fazer massagem para os clientes como um carinho a mais",4
"ÓTIMO PRODUTO, MUITO BOM, DA PARA BAIXAR MUITAS COISAS.",4
Produto muito bom  mesmo ótimo qualidade nota (10) dez.,5
"Muito bom, meu amigo está muito satisfeito. Eu também achei o produto ótimo, e vou recomendar com certeza.",5
"poderia ter fundo na parte da peneira, pois da forma que é dificulta muito na hora de prensar, poderia ter furos mais separados e nao com simetria, mas como disse, é regular, esperava mais.",2
"Muito bom o produto, indico para os meus amigos e familiares.",4
"Previsão de entrega dia 02/1 e até gora nada. Atendimento por telefone NÃO funciona não acham o pedido e não tem como falar com nenhum atendente. PÉSSIMO PÓS-COMPRA. Já registrei no RECLAMEAQUI. Se não responderem até segunda-feira, vou pedir a devolução do dinheiro.",1
"Como ainda nao recebi, não recomendo o produto. Eu comprei para dar de Natal para a minha Neta. Que vergonha!",1
Ótimo. fácil de usar e bastante potente.Gostei bastante de usar esta batedeira. Recomendo.,5
"Chego antes do dia marcado ,produto muito bom. Amei e recomendo.",5
"O aparelho de jantar é muito lindo! São de boa qualidade; e as canecas são perfeitas! Estou satisfeita com a compra, recomendo!",5
"Produto chegou errado! Não fizeram nada, para acelerar a troca. Não estornaram meu dinheiro.",1
"deveria ter uma trava pra o copo, que apenas é so colocar. muito fraco!",2
"Òtimo produto,atendeu todas minhas expectativas,recomendo a quem tiver interesse em adquirir o aparelho!!!",5
"Tem gente falando que o produto é fino, é ralo etc.. Gente, puro engano! Minha mãe já  tinha uma panela da Rochedo, então encomendei essa e chegou antes do prazo, é qualidade sim é produto bom vale a pena!",5
"Bom dia!  Gostaria de devolver a mantegueira, porque enferrujou.Imagina vc botar manteiga numa mantegueira que se diz de inox.A  manteiga está cor de ferrugem.Dentro da mantegueira está enferrujado.Quero devolver o produto.Péssima qualidade, não indico para ninguem. O formato e o tamanho da mantegueira era exatamente o que queria, porém o material horrível.Há dois dias vejo a manteiga com cor diferente, não sabia o que era.Hoje vejo ferrugem, aff.Socorro!!!!     Marlene",1
Estou esperando q me devolva o dinheiro e pegue o produto errado pra q eu possa comprar outro,1
"Gostei muito do produto, recomendo! Melhor ainda e a entrega, muito rápido!",4
o produto nao chegou ainda pois comprei no dia 15/12/17 chegria no dia 02 /01/18. olhei no site dos correios eo produto ainda nao havia chegado vou pedir o meu rebolso,1
"Amigos estou de a pé, de iphone e feliz!!! Agora ando 15 km todos os dias para ir trabalhar e voltar pra casa, porém com iphone no bolso..e é isso que importa. Por um lado foi até bom, pq estou emagrecendo bastante por conta da distância e o sol ardente do dia a dia, ahhh estou até bronzeado ( coisa que nunca consegui)!!! Enfim vale o intenso sofrimento",5
"Excelente notebook, comprei 10 unidades para minha empresa.",5
Muito bom o produto adquirido. xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,5
Super satisfeito com o produto e todas as condições periféricas!,5
"O produto faz o que promete, sem problemas! Estou gostando do produto, recomendo.",4
"O APARELHO ESTÁ BLOQUEADO. PERDI MUITO TEMPO JUNTO A OPERADORA VIVO E OI PARA TENTAR DESBLOQUEAR. NADA FEITO. AGORA VOU TENTAR A ASSISTÊNCIA TÉCNICA SAMSUNG, MAS VOU TER DE PAGAR O DESBLOQUEIO, SE  FOR POSSÍVEL. UMA FRAUDE CONTRA O CONLSUMIDOR.",1
Nada opinar so tenho a reclamar desse formulário. Que eu não quero opinar,4
O produto tem boa qualidade e é muito prático. Sua montagem foi rápida e me parece que tem boa durabilidade.,5
"Comprei recentemente o Ferro a Vapor Arno Ultragliss 41 FU41, já utilize e gostei muito do seu desempenho, fácil de utilizar e muito bom recomendo a todos. Abraços",5
Produto de qualidade se ajusta perfeitamente ao corpo e de alta durabilidade.,5
Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !,1
tudo certo ................................................................................................................................,3
Faz muito pouco café. Difícil de limpar. Por mim trocaria por outra. Fora que sai po no café. Péssimo produto da cadence,1
"a entrega atrasou bastante, no site informava que o produto tinha sido entregue sem ter sido. e quando chegou o assento da cadeira ainda estava um pouco amassado.",2
"Chegou antes do prazo..produto conforme a especificação, muito bom!!",5
"O relógio não funcionou, bateria avariada e não obtive retorno da loja há mais de uma semana com relação a este problema.",1
"A bike é boa, tem um visual mais atraente que as tradicionais, como Caloi. Porém não vem com manual para montar e se utilizar a coroa maior ela fica pegando na peça que empurra a corrente na troca de marchas. Assim, só dá para utilizar a coroa menor e a intermediária. Outra problema é que ela é mais alta que as demais bikes aro 20. Meu filho tinha andado em duas , mas nessa ele não alcança o chão.",3
"Eu comprei um aparelho moto g5s, no começo tava bom, ele apresentou dois problema.  primeiro quando vou reduzi o brilho da luz, ele começa a pisca atela. agora tenho que fica com o brilho no zero mesmo, quase sem brilho. eu não  gostei disso.  segundo, que é umas das funções que eu mais queria, não funciona mais, que é a câmera traseira e a câmera da frente, nem uma delas funciona mais.",1
"Amei! Fiquei muito feliz por ter adquirido meu ferro elétrico black+decker, ótimo produto. Facilitou muito a minha vida. Recomendo.",5
Produto chegou bem antes do Prazo... Camera Maravilhosa Super Indico... Ameiiii...,4
"O produto chegou antes do prazo. A caixa da encomenda  estava bastante amassada mas nada que interferisse no produto. Recomendo, o aparelho é perfeito. Para quem não souber ele solicita um Pin na tela inicial que se refere uma senha que deverá ser cadastrada e não ao Pin do chip como eu pensava.",5
"Na primeira utilização o produto saiu faíscas e aqueceu muito. OBS: O produto foi ligado na voltagem indicada pelo fabricante. Solicitei outro produto, porém não obtive retorno.",1
"Ótimo produto, entrega rápida,  antes do prazo! Compraria no site novamente. Recomendo",4
Ficaram lindas em casa e são muito resistentes! Atendimento da loja lcg eletro excelente! Recomendo,5
"Gostei da facilidade para pagamento, rapidez na entrega e ótima qualidade do material.",5
Boneca Barbie bonita e com bom custo/benefício. Demorou um pouco para chegar.,3
"gostei muito da qualidade da cama. é bonita, fácil de montar, veio com tudo o que precisa para a montagem e com a opção de montagem lado fosco ou brilho. adorei a cama, especialmente pelo excelente preço pago. recomendo.",4
"produto muito bom, so o cabo que é curto. a entrega foi bem rapida.",4
"Excelente compra, produto de ótima qualidade! Recomendo a loja Lcg eletro, atendimento 10! Mariana",5
"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE.",5
"Super recomendo esse celular. É  um aparelho completo e superou minhas necessidades. É rápido,  tem um tamanho bem apropriado e a resolução é muito boa sem falar na cor q também me chamou bastante atenção devido a sua beleza",5
"Pelo preço é ótimo, dizem que depois de um ano pifa,mas veio certinho funciona bem!!!",4
Bom produto e bonito. Mas as vezes trava. E fica difícil de voltar as funções. Tem dificuldade de conexão com a internet. A bateria carrega rápido e dura bem.,3
"Produto responde às expectativas, vários recursos muito úteis, não trava, excelente!!! Sem contar que é lindo!",5
"um titulo muito diferente dos demais que existem atualmente, muito bom de jogar, jogabilidade diferente a primeira vista, mas vc se acostuma com o tempo, muito bom depois que pega o jeito, graficos excelente de tirar o folego, estou muito satisfeito com o game.",5
"Muito pratico e os opcionais na maleta são bastantes variados, deixando o produto bem produtivo e arrojado. Muito Bom.",4
"Gostei muito e de ótima qualidade! Recomendo, nota 10",5
Bastante eficiente e fácil de limpar.  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,5
"Aparelho que atende minha necessidade, recomendo. Muito bom.",3
"O celular veio com android 7.0 Nougat diferente do anunciado porém para o melhor. A interface Zenui pra mim é linda e super customizável em praticamente qualquer quesito. A camera é muito boa tanto a frontal quanto a trazeira, para fotos e vídeos, sem contar que o software da câmera é excepcional e tem até modo retrato (aquele que foca em algo e embassa o fundo de foto profissional ou outros celulares com 2 lentes).   Também vale que a azus já atualizou pro android 7 e vai atualizar pro 8 o que dá mais longevidade ao produto  Já na construlção, a pegada é muito boa, a parte de vidro atráz é linda porém risca fácil, tome cuidade e não coloque ele em qualquer superfície. A imagem da tela é muito bonita com cores bem balanceadas ou saturadas se vc preferir (sim vc configura manualmente várias coisas como balanceamento de cores, brilho etc). O áudio é muito bom e alto, não é perfeito mas dá pra usar bem. O fone de ouvido que vem junto é muito bom, realmente de qualidade. Isso tudo sem contar os 64gb de memória interna que vão fazer vc ter de tudo sem se preocupar com espaço.   O fato da tela ser LCD Ips te livra de qualquer poblema de burn in que tem acontecido em vários modelos de outras marcas e te dá uma espectativa de vida mais longa pro seu celular   Se quiser uma alternativa considere o Mi A1 da Xiaomi que atualmente é o concorrente direto que conta com Android One que é mais puro, conta com atualizações mais rápidas e que roda teoricamente mais leve que a interface da asus porém com uma camera inferior ao zenfone 3 no quesito de selfie e de filmagem que foram decisivos pra eu escolher essa belezinha aqui. Esse Zenfone 3 é praticamente um ""top de linha"" com preço de intermediário, melhor custo benefício para mim só um Oneplus 5t que é o melhor celular da atualidade, se tiver grana extra pra gastar pegue um se não fique com o Zenfone 3 que vai ter um ótimo aparelho em mãos.",5
"Tanta expectativa para nada, o meu chegou sem funcionar, e pior até agora não recebi nem um retorno sobre o cancelamento e terei que pagar meu cartão de crédito cobrando a escova. Muito decepcionada.",1
Design lindo! Ferve o café rapidamente e mantém a temperatura por muito tempo!,5
muito bom.........................................,5
excelente. superou minha expectativa. preço acessivel e muito bom o rendimento. melhor preço beneficio,5
"Eu não posso recomendar algo que não recebi... Passou o prazo de entrega, entrei em contato e prontamente me responderam com duas opções mas apesar das tentativas tive que cancelar o pedido por falta de produto em estoque. Estou aguardando o reembolso do valor. Mas já efetuei muitas compras que deram tudo certo pela americanas, so tive problemas com essa mesmo...",2
"Produto de ótima qualidade, preço e frete maravilhosos",4
Brinquedo como descrito no anúncio! Minha filha adorou!!!,5
Devolvi o produto no tempo determinado e mesmo assim descontaram a primeira parcela do cartão de crédito. Estou c dificuldade para resolver esse problema. Espero q americanas.com me ajude a solucionar.  Grata  Luiza,1
"Muito ruim essa lavadora. Por ser uma Brastemp poderia ser bem melhor. O sistema de lavagem é péssimo. A roupa não é batida suficiente para lavar de fato. Desperdiça sabão e não lava. Esse batedor central dela é muito ruim, come espaço na lavadora e a roupa fica preso a ele num vai e volta inútil. Nota zero pra Brastemp.",1
Produto de ótima qualidade. Entrega dentro do prazo combinado.,5
EFHIWIFSHIFHWHOAGFUGWHWEBHFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFHHHHHHHHHHHHHHHHHHH,5
"Os únicos pontos negativos (no meu ponto de vista) são em relação ao alto falante (que é no fone do aparelho) e a dificuldade pra encontrar a pasta de arquivos de áudio. Tirando isso, até agora, tudo ótimo!",3
"Eu recomendo, ótimo aparelho, entrega muito rápida uma semana sendo prazo era quase duas  adorei *Lojas Americanas .com *parabéns",5
"Não recebi o produto, então não tem como avaliar. Estou esperando o estorno do pagamento",1
Não gostei do produto e ele chegou na minha casa quebrado,1
"Faz pouco tempo que comprei, mas a principio meu filho gostou muito",3
"Poderia se adaptar melhor as curvas do corpo e ter alça igual ao BG1025, pois usando molhado corre o risco de cair e quebrar. Não machuca a pele mesmo em áreas mais sensíveis, pois as pontas são arredondadas.",3
"Gostei deste produto, atingiu minha expectativa, porém achei que poderia vim uma flanela para limpar, pois chegou cheio de pó",4
"Excelente o produto chegou bem antes do combinado, chegou em perfeito estado. Recomendo.",5
Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !,1
"comprei o produto e efetuei a instalalação hoje,a torneira que deveria sair aguá gelada não sai nem agua quanto mais gelada,produto fica ligado constantemente.estarei ligando no sac para efetuar reclamação sobre o produto.",1
"Super recomendo, linda, confortável um excelente negócio",5
"Bom custo beneficio, memoria boa, tela boa, não faz milagre, mas pelo valor não vi nada perto.",3
"Muito fraca a resistência , não esquenta muito, consequentemente demora muito p assa a carne. Minha vontade é troca o produto pois acho q está com defeito . Não parece normal .",1
"Um ótimo celular, recursos bons como o sensor de digital por um preço acessível. Pros: tamanho médio, leve, carregador turbo, material metálico, sensor, flash frontal, tela ips, memória interna satisfatória, som alto e limpo Cons: Contraste muito alto na tela e câmera inferior ao G4",4
"Produto muito bom, atendeu às necessidades, aprovado..",5
"Caixinha de som boa para ambientes internos, não recomendo para ambientes externos. Bem bonita e leve.",4
Pratica para deixar em escritório e preparar café fresco sem desperdício. Só precisa usar a medida exata para nao cair pó na xícara.,3
O pedido foi cancelado. Não recomendo a loja. Tive que cancelar o pedido.,1
"Produto de qualidade, muito bem impresso, ótimo custo benefício. Quanto à entrega, sensacional, chegou muuuuuito antes do esperado. 3 dias, sendo que o mínimo eram 16. Parabéns!",5
Produto de altíssima qualidade por um preço justo. Recomendo o produto e a marca.,5
Não recebi ainda! Não chegou ainda meu produto! Tá demorando muito,2
"ótimo produto, chegou antes do tempo e tudo conforme o esperado.",5
Excelente produto chegou em ótimas condições gostamos muito,5
"Não sei como é o produto , não faço ideia pois tem um mês que comprei e ate agora não chegou e não consigo cancelar. Não indico p ninguém...",1
"é a segunda vez que comprei o conjunto de potes de vidro, são lindos e o valor justo...",5
Sempre comprei estas cuecas p meu marido. A qualidade caiu . Acho que foi para chegar no preço mais barato. O elastico é frouxo. Pena que esta marca esteja se preocupando com preço e caindo a qualidade. Perdeu uma cliente. Nao recomendo que comprem .,2
Nao recebi o produto ! Nao recebo retorno! Decaso total! Super insatisfação,1
"Produto com boa funcionalidade, áudio bem distribuído em ambos os ouvidos e de ótima qualidade de som.",4
Gostei do produto! Chegou no prazo indicado conforme prometido! Recomendo!,5
EXCELENTE! EU RECOMENDO!OBRIGADO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
"Leve; fácil de manejar, praticidade para carregar; bom para tirar as sujeiras dos cantos.",5
funciona bem. o serviço de smart com acesso a youtube e netflix é simples e não apresentou problemas até agora. som e imagem de boa qualidade.,5
"mesa veio com acento manchado ,vidro rachado e o apoio da messa quebrado ja ce pasaram duais semana enviei varios email e ninguem reponde  nada ate cancelamento ja fiz ate agora nada asa messa pertence a loja madeira madeira aonde entrei em contato me disseram que não podem fazer nada não compre ese produto para não ter dores de cabeça a messa so tem boniteza o acabamento e orrivel.",2
O preço do produto esta compatível com a  sua qualidade e beneficio.,3
Produto original. Chegou dentro do prazo. Recomendo!,3
"AMEI O PRODUTO, ÓTIMA QUALIDADE. CHEGOU DENTRO DO PRAZO.",5
"Ótimo produto, chegou antes do prazo e em perfeito estado!",5
"Produto muito bom, entrega rápida e segura, embalagem perfeita. Sou cliente a bons tempos, nunca tive problemas...Obrigado..",4
Gostei muito da compra. O produto é excelente. Superou as expectativas. Chegou antes do prazo.,5
MUITO bom a compra foi excelente recomendo o livro é interessante,4
"Ótimo celular, visor bom ,câmera com resolução fantástica!!!!!",4
"Gostei,chegou rapido e veio tudo certo,eu recomendo",3
"Além de entregar fora do prazo (após o natal),veio um produto diferente da foto.",1
Muito bom o café e a máquina. Recomendo para meus amigos.,4
"Chegou hj, é lindo, leve, e muito rápido, estava previsto para chegar dia 19, tenho que parabenizar a Americanas pela entrega, muito ágil, quanto ao note, só amores.",5
"Mto pratico o produto , fiquei impressionado !!!  Não fazia idéia que seria tão bom assim !!! Melhor custo beneficio !!!",5
Adorei o celular e a entrega no prazo certinho muito bom,5
"Game com características de RPG, conta com um sistema de luta incrível",5
"Compra recente, sem opinião formada para opinar em relação ao produto",4
"Recomendo a todos ótimos produto,sem conta que ele é muito Bonito",5
As frases do jogo que poderia ser menos vulgar. Só crítico isso no jogo tirando  isso é bem interessante.,5
"quanto  ao produto  ainda não posso falar, mas essa  foi a minha primeira experiencia com a loja  e já se passaram 30 dias, ja  paguei o  guarda roupa  e ate nada de produto estou muito decepcionada com a loja ,nem o frete eles querem me repor pela demora . não indico a loja vai passar raiva",2
"excelente, muito bom e preço ótimo.......fggggtvvvdvvvvvvvvvvvvvvvvvvsf",5
"PRODUTO BOM. FICOU NA CHUVA E SOL POR DIAS E CONTINUA FUNCIONANDO. CONTROLE REMOTO TEM BOA  SENSIBILIDADE, APROXIMADAMENTE 10M. RECOMENDO.",3
As fotos são incríveis ótima resolução.para usar dois chips tem que dispensar o cartão sd. mais nem precisa de cartão tem 64gb memoria interna sopra muito espaço.,5
"Não tem dado problema. Assistência técnica, já tem na cidade. O que é muito importante.",5
"Muito bom esse produto recomendo, está de parabéns",5
Boa noite ! Gostaria de salientar que o produto veio sem um dos parafusos que fixam as rodinhas traseiras laterais. Tive que improvisar um outro parafuso para que meu neto pudesse usar o presente deste Natal.  Atenciosamente:,4
"Bem bolado, com bom acabamento, bem informado na montagem, porém é de aglomerado.Mas o custo benefício compensa.",3
"Um excelente jogo pra quem é fã da saga. Gráficos perfeitos, personagens novos e uma história bacana.",5
Já passou mais de uma semana do prazo de entrega e ainda não recebi,1
"Cancelei o produto por conta da demora excessiva para a entrega no dia seguinte atualizaram o status da compra para entregue, sendo que não chegou nada. Mandei mensagem mas não obtive resposta nenhuma. Um pena pois quero meu vale para comprar outra coisa e estou sem saber como ficará minha compra.",1
Design lindo e vale como objeto de decoração. Bebidas maravilhosas e charmosas. Os chás são realmente fantásticos. Chococinos perfeitos. Enfim estou super satisfeita e feliz com minha aquisição. A entrega foi extremamente rápida pela Americanas.com Super indico!!!,5
Som de alta qualidade quanto equipado a esta potencia. Melhora 100%,5
"comprei dia 09 de dezembro de 2017 com previsão de entrega até dia 22 de dezembro até hoje dia 04 de janeiro de 2018 as 17:30hs não recebi já reclamei 3 vezes e se quer deram satisfação! se não querem ser enganados como eu fui ,então não comprem.",1
"Recomendo. Um perfume de boa projeção é fixação. Super barato e agradável, não sufoca quem está ao redor. Muito bom.",4
o produto veio com a lateral quebrada e sem o varal para colocar as roupinhas não veio....a minha filha ficou muito chateada por não ter vindo o varalzinho.,2
Recebi o produto mal embalado e apenas após reclamação junto ao site de vocês. A impressão que tenho é que vocês não tinham o produto em estoque e tiveram que procurar em lojas em que o produto já tinha sido aberto. A caixa estava amassada e fechada com fita adesiva. Completamente diferente do outro produto que comprei na mesma data (Lego Star Wars) O importante é que chegou a tempo do natal.,3
Chegando antes. Do prazo Creme perfeito amei Recomendo,5
"Produto de excelente qualidade , recomendo, achei super reforçada e foi entregue antes do prazo combinado",5
Amei o produto e minha tia tbm!Chegou antes do Natal! Imagem perfeita! Levissima! Nem parecia que tinha uma TV na caixa! Recomendo!;) Americanas Nota 10!,5
Produto muito bom bastante espaço vale apenas comprar não vai se arrepender,5
Precisa melhorar o filtro pq passa muito pó de café,3
Estético e de boa qualidade. Mas acho que o valor de 50 reais já estaria bem pago.,4
"BOM O PRODUTO, CONFORME O ANUNCIADO E CHEGOU BEM RAPIDO",3
"Gostei muito do sofá. Confortável e espaçoso, do jeito que eu queria. Atendeu minhas expectativas.",5
produto guando bem carregado funciona bem mais descarrega rapido. muito leve feito de esopor.,3
Os produtos são excelente vc já ver resultados logo na primeiro uso,5
"Celular atendeu as expectativas, designer bonito, tamanho e pegada legal, tela boa, realmente um produto muito bom pelo valor.",5
"Atendimento muito bom ,entrega dentro do prazo combinado ...excelente compra...",4
"O produto ainda não chegou, não data estimada para chegar, preciso de uma solução URGENTE.",1
"Comprei para meu neto de cinco anos, achei ótimo.   Comprei outra marca e sempre travava, com este ele está muito feliz.",4
"O monitor é bonito, de fácil instalação e tem um bom custo benefício. Mas as configurações são péssimas! Com o brilho zerado e o contraste em 20% ainda fica um excesso de luz absurdo. Qualquer coisa preta fica em tons de cinza escuro, no máximo. A sensação mesmo em fundos escuros é de que há uma imensa camada branca sobrepondo o monitor o tempo todo. Não recomendo para quem tem sensibilidade à luz ou gosta de usar o computador por horas contínuas.",2
Não recebi o produto Não posso avaliar A compra foi cancelada,1
Não cara... Que loucura! Como vc é burro. - Caetano Veloso,1
"Jogo de panelas excelente material, entrega a tempo, design muito bom.",5
"Comprei pelo preço, mas gostei mesmo foi da entrega, eram 10 dias úteis mas chegou em 5. Muito bom!",4
"Esquenta água rapidamente,comprei três uma ficou comigo e duas dei de presente, as pessoas amaram e recomendam também a compra.",5
O  produto é de boa qualidade. Fui muito bem  atendido.,4
"Prouduto chegou antes do prazo! Já utilizava o produto anteriormente, ótimo produto pra quem gosta sempre de andar perfumado!",4
"Atrasou um pouco, acho que devido as festas de fim de ano, entretanto recomendo, não tive problemas.",5
"Atende todas as expectativas , mesmo sendo um smartphone "" basico "" ( de entrada ) ele supre a demanda dentro de suas capacidades , sendo que realmente achei bem mais rapido do que imaginava que seria",5
"A árvore é muito bonita e grande. A família adorou. Não é tão cheia assim, mas pelo preço valeu muito a pena. Estou muito satisfeito.",4
aguardando ansiosa a chegada.... acompanhando a chegada....,4
Adorei o produto. Recomendo com certeza. já queria comprar este produto há muito tempo e não me arrependi. Escolhi este Arno pq ele é forte e compacto. Facilitou muito a minha vida.,5
excelente produto. entrega rápida e bom preço. Valeu americanas!,4
"Ótimo telefone, chegou antes do prazo. Bom desempenho e ótimo preço do produto. Bem mais barato que em todas as lojas fisicas",5
"Estou realmente entristecida! Logo que vi que esse copo maravilhoso tinha apenas 2 itens em estoque corri para adquiri-lo e para minha decepção não entregam no meu endereço. Poxa, por uma pechincha dessas! E por essas suaves prestações! Realmente fica aqui meu pedido para abrangerem a área de entrega. Eu realmente precisava desse maravilhoso copo de acrílico!",5
"Melhor do que eu esperava otimo produto, recomendo sempre!!",4
Material de qualidade e fácil montagem. Sugiro que quem for montar tenha uma parafusadeira elétrica.,5
"Super recomendo! Entrega super rápida. Não comprei pra mim. Foi pra minha prima, ela amou.",4
"Excelente compra, produto de ótima qualidade! Recomendo a loja Lcg eletro, atendimento 10! Mariana",5
"Depois de várias compras de telefone sem fio de várias marcas, finalmente encontrei um que atende a todas as minhas expectativas.",5
"Bom,agora merece ser mais s rápido a entrega,e o preço do frete tá alto,,",4
Chegou antes do prazo... Produto completo em excelentes condições,4
Sempre quis ter uma dessas superou minha expectativa deixa as massas dos bolos muito fofinhas é de otima qualidade muito bonita é a cor que eu amo não é tão barrulhenta como dizem eu tinha uma simples que era muito pior o barulho foi entregue dentro do prazo era tudo que eu queria RECOMENDO !!!!,5
"ÓTIMO PRODUTO , ATENDEU BEM MINHAS EXPECTATIVAS. ENTREGA BEM RÁPIDA, RECOMENDO.",4
"Recomendável.....,...................................",5
"Já usei bastante,ele aquece bem,só achei q demora um pouco pra assar frango",5
Muito bom porem ela rodas que nem meu BMW que vendi pra comprar essa inovação por um desconto muito grande.,3
"Bem legal,  mas os dardos amaçam muito fácil. Com isso, ela começa a agarrar. O brinquedo é bonito e resistente. Recomendo comprar um pack de dardos a parte pra substituir os que vão dando defeito.",2
"Gostei muito, ficou lindo e é de ótima qualidade! Entrega dentro do prazo",5
"O brinquedo é muito menor do que temos a impressão, as peças são extremamente pequenas o que faz com que as crianças percam com muita facilidade se o intuito for montar e desmontar.",2
"Otimo celular, configuração boa, super recomendo... o celular já veio com senha padrão, tive que formatar o celular",4
"Excelente custo beneficio, bateria dele excelente valeu o investimento.",5
Produto nao recebido. Aguardando posição das Americanas e StarLume,2
"Vi os pratos na loja física e gostei muito, mas só vendiam individual, resolvi então comprar o conjunto de 24 pratos na loja online, porém eles vieram todos irregulares, com as bordas do prato maiores de um lado e menores do outro.",2
"Entretanto a própria EDITORA, Ed Moderna, tem o livro 'Cozinha Geek' 2a ed em CATÁLOGO, e as Americanas vendem consorciada a uma Livraria VIRTUAL de uma das lojas onde o livro sumiu das prateleiras. Vai entender ,,, rsRs",3
produto bom e  entrega rápida superou as expectativas,3
"Comprei a coleira Bullcat em outras ocasiões e posso dizer que ela realmente funciona. Apesar de a embalagem sugerir que sua eficácia seja de aproximadamente 4 meses, deixo-a em minha gatinha por mais de 5 meses e continuo não encontrando nenhuma pulga nela. É adaptável ao tamanho do pescoço e apenas no começo o gato ""reclama"". Depois, se acostuma. A única coisa que pode incomodar donos e gatos em um primeiro momento é o cheiro, que é um bocado forte. No entanto, em poucos dias, esse problema vai embora. No geral, recomendo o produto com louvor.",5
"Excelente!!! Produto muito bom, bonito, design super moderno. De ótima qualidade! Gostei muito!",5
"O produto é muito bonito, mas achei fraco demais!!! Não venta nada",2
"A loja me garantiu que chegaria até o dia 05/18, tem aproximadamente trinta dias que fiz a a compra a compra pelo celular e até o momento não recebi. Estou decepcionada!",3
Produto de ótima qualidade e proporciona excelentes resultados.,4
"Além de muito resistente, muito linda! Atendimento da loja nota 10 também! Super recomendo",5
Boa noite! Não recebi o produto. Segundo os responsáveis a mercadoria foi extraviada.,1
Não gostei pois a capa não veio a que esta divulgando aqui no site... Pedi de um jeito veio de outro.. Mesmo que seja o mesmo livro. Eu esperava com a capa que havia comprado. Segunda vez que me decepsiono com a loja....,2
GOSTEI DO PRODUTO MUITO BOM COMPREI 10 JA ESTOU USANDO A METADE RECOMENDO ENTREGA SUPER RAPIDA MUITO OBRIGADO,5
Facilita muito a limpeza do cano por onde circula a água.,4
"Produto Otimo, entrega excelente, super rapida. Super recomendo.",4
chegou no prazo. Brinquedo muito bacana... minha filha amou,5
Comprei esse produto no dia 03/12/2017 até hj não recebi produto. Número do pedido 02-656868357.,1
"O forno é de alta tecnologia, pois engloba funções de forno elétrico e microondas num produto só.  É o melhor do mercado dentro de sua categoria.  O designe é de bom gosto, elegante, só tem elogios para este produto. A entrega da americanas mais uma vez surpreende pela rapidez, eficiência, recebi o produto antes do prazo.",4
"PRODUTO DE ÓTIMA QUALIDADE, CHEGOU ANTES DO PRAZO PREVISTO.",4
"Embora o tempo de entrega tenha demorado um pouco, o produto é muito bom e chegou perfeito !",4
"O produto atendeu as minhas expectativas. Muito boa  a qualidade de filmagem. A unico detalhe é que não veio um manual, com as devidas explicações de funcionamento, e nem sabia que não funcionava sem o cartão de memoria. fui obrigado a ver o funcionamento da mesma no You Tube, e sair para comprar o cartão.  Então há falta de informações ao cliente na hora da venda do produto.",3
"Existem outros, mas não compensa!! O custo benefício desse produto é de acessibilidade a todas as pessoas, e utilizar produtos piratas é burrice. Um ponto negativo é destinado a Microsoft, pois o produto é mais caro com eles, e o marketing deles é mais forte e bem mais caro que o de vocês.",5
"Leitura agradável e clara , perfeita para concretizar o entendimento .",5
"Prática, versátil, levinha, qualidade do som muito boa, já usamos esse amplificador em sala com 100 pessoas e ele deu conta do recado muito bem. Bateria duradoura, umas 4 horas. Super recomendo!!",5
